,day,daily_sleep_score,daily_sleep_deep_sleep,daily_sleep_efficiency,daily_sleep_latency,daily_sleep_rem_sleep,daily_sleep_restfulness,daily_sleep_timing,daily_sleep_total_sleep,daily_readiness_score,daily_readiness_temperature_deviation,daily_readiness_temperature_trend_deviation,daily_readiness_activity_balance,daily_readiness_body_temperature,daily_readiness_hrv_balance,daily_readiness_previous_day_activity,daily_readiness_previous_night,daily_readiness_recovery_index,daily_readiness_resting_heart_rate,daily_readiness_sleep_balance,daily_stress_stress_high,daily_stress_recovery_high,daily_stress_day_summary,daily_activity_score,daily_activity_active_calories,daily_activity_average_met_minutes,daily_activity_equivalent_walking_distance,daily_activity_high_activity_met_minutes,daily_activity_high_activity_time,daily_activity_inactivity_alerts,daily_activity_low_activity_met_minutes,daily_activity_low_activity_time,daily_activity_medium_activity_met_minutes,daily_activity_medium_activity_time,daily_activity_meters_to_target,daily_activity_non_wear_time,daily_activity_resting_time,daily_activity_sedentary_met_minutes,daily_activity_sedentary_time,daily_activity_steps,daily_activity_target_calories,daily_activity_target_meters,daily_activity_total_calories,daily_activity_meet_daily_targets,daily_activity_move_every_hour,daily_activity_recovery_time,daily_activity_stay_active,daily_activity_training_frequency,daily_activity_training_volume,week
0,2023-11-21,,,,,,,,,,,,,,,,,,,,-1.0317289803259384,-1.1713309952406663,-0.06705823787455605,1.0112700998452684,-2.270341104307077,-2.40026736478666,-2.0925588321398108,-0.9395224116083398,-0.9536871009345234,-0.5743373313669341,-2.2665340945231476,-2.4351394522124297,-1.0183630790068936,-1.0989214827706353,1.9402192897026882,10.15135746096029,-4.160854804795443,-2.1623717158715956,-1.379894334533513,-2.6867317920755878,-0.4384049253264502,-0.990043005335322,-2.437380699764382,0.07977102861206611,0.44048261559102553,0.4304500534707918,2.192598450669703,0.2494999245584891,0.139586127831133,47
1,2023-11-22,1.064531714673969,1.2614837134167773,0.6649904129302021,0.7975478836500085,1.1157503830024982,-0.23050855673295942,-0.4980285586420315,0.8349654601574984,1.685581153315979,-0.37875019312708874,,0.36169495272947566,0.630818517970377,,0.5924925890819113,1.2943528856708904,0.7538336717400126,0.3372551158051322,,-1.0317289803259384,-1.1713309952406663,-0.06705823787455605,1.0112700998452684,0.6397614527544657,0.21494931624955105,0.5716347122058515,1.0906739419026774,1.1453830006198547,-0.5743373313669341,-0.6339222026713496,-1.2521759639338241,-0.33599230602624175,-0.18641447506940048,-0.3199297764935284,-0.46949525617976434,0.7796549887867292,-0.17956890034104647,0.4814968527953397,-0.4761470293901434,0.5513958854621342,0.5549884780502042,0.39437724850299116,0.865452350100752,0.44048261559102553,0.4304500534707918,-0.4985572137631676,0.2494999245584891,0.3407003514825669,47
2,2023-11-23,0.0515852372749503,0.33068019672090276,0.6649904129302021,0.3317005530161477,-0.0027253306863764776,-0.37847244456154555,0.1631525640787971,-0.18397544037368585,0.20355050562431815,-0.664134059576337,-0.4919860631089494,-0.8310700822257427,0.630818517970377,,-1.6688595786343636,0.3067541520954132,0.09743428410245061,0.3901578790686823,,-1.0317289803259384,-1.1713309952406663,-0.06705823787455605,0.8758983688757612,0.5054490270439329,0.4764709843531721,0.8980762494730605,-0.9395224116083398,-0.9536871009345234,2.6507876832320036,1.9858503679745587,0.8797582347221239,1.4040531650744206,1.2021831453455223,-0.6715085201240509,-0.3894385774073519,-0.2275304841538424,-1.5014374440280793,-0.2837417464398553,0.9170608821380415,-0.4384049253264502,-0.4750325108734799,0.4642396978845875,0.865452350100752,-3.199732207595185,0.4304500534707918,0.27034440464622406,0.2494999245584891,0.3407003514825669,47
3,2023-11-24,-0.7362620229242866,-1.0410302489361754,0.05318664447950962,-0.41365517599802964,-0.1793267591635672,-1.7101474350188208,0.4937431254392114,-0.24765924665688485,0.08004795165001306,-0.47387814861017147,-0.4919860631089494,-0.23468756474813357,0.630818517970377,,1.1578306310109798,-0.41149947232311573,-1.4204892998094114,0.2314495892780319,,-1.0317289803259384,-1.1713309952406663,-0.06705823787455605,1.1466418308147754,0.9531571127457088,0.7379926524567932,0.9711037234962954,1.2371143346149476,1.2619980062617646,1.038225175932535,-0.7288414987092448,-1.0831811798940234,0.11892154262752615,0.05163083128744342,-1.0984255659611142,2.038947345355826,-0.5879968639430996,-1.5014374440280793,-0.34578811935081705,0.1843132131540961,-0.4384049253264502,-0.4750325108734799,0.7390319987855333,0.865452350100752,-0.3868389351331133,0.4304500534707918,0.6547952138509199,0.2494999245584891,0.3407003514825669,47
4,2023-11-25,-0.5111628057245046,1.2124940546433103,-1.3743554819054395,0.6112089513964641,0.4093446690937352,-1.2662557715330625,-0.6302647831861972,-0.4387106655064819,-0.4139622642472072,0.5963113505745095,-0.17758942106277464,-0.23468756474813357,-0.48012155444382143,,-1.4568578129109628,-0.05237266011385128,-0.47691518008041617,0.4959634055957826,0.6714541538464944,-1.0317289803259384,-1.1713309952406663,-0.06705823787455605,1.0112700998452684,-0.9321913814873249,-1.0926590242685543,-0.7742820002701813,-0.8929277411998902,-0.8953795981135684,1.038225175932535,-0.5200190474258752,-0.3162048523287738,0.16441292749290295,0.011956613561302773,-0.01857656766736615,-0.46949525617976434,0.6842374176660435,-0.5100360362628047,0.14024180178505005,-0.8305317297408966,-1.923106141509327,-2.020063994259006,-0.9842417526271775,1.0965350917150714,-0.3868389351331133,0.4304500534707918,-0.6907826183655156,0.2494999245584891,0.3407003514825669,47
5,2023-11-26,-0.060964371324940675,1.2124940546433103,0.8689250024137664,-0.13414677761771313,-0.7679981874208696,-1.0443099397901832,0.5598612377112943,-0.3113430529400839,-0.2904597102729021,0.21579952864217847,-0.42212014265424386,0.8089818408376825,0.18644248900469762,,1.1578306310109798,-0.05237266011385128,-2.6102131899024927,0.6546716953864331,0.4156048966563277,-1.0317289803259384,-1.1713309952406663,-0.06705823787455605,1.5527570237232966,1.2914254441648283,0.9995143205604142,1.4153784359802777,0.09887310035139361,0.0958479498426657,1.038225175932535,1.9099149311442425,1.204748204029433,1.0856134710167828,1.0434862744409596,-1.4248915421894566,-0.36275301781654773,0.5464120371583863,-1.1709703081063212,-1.4626228317481287,1.1487332683374891,-0.4384049253264502,-0.4750325108734799,1.172179184951431,1.0965350917150714,-0.3868389351331133,0.4304500534707918,1.4236968322603116,0.2494999245584891,0.3407003514825669,47
6,2023-11-27,-0.5111628057245046,-1.5309268366708462,0.8689250024137664,-0.13414677761771313,-1.4155367585039023,1.323112265467195,5.452601545845426,-1.9671220163032583,-1.648987803990258,0.0017616288052422625,-0.1077235006080692,-0.9801657115951451,0.5752715143496671,,0.23915631287624328,-0.5012811753754318,-2.1999635726290165,-0.7208001494658708,-0.8636413892945062,-0.08633715316535043,2.2338214997731294,1.4015171715782215,0.3344114449977329,-1.434619344330429,-0.8311373561649332,-1.4469494103965514,-0.9395224116083398,-0.9536871009345234,2.6507876832320036,-0.2922127369349267,0.138781104701459,-0.8932617706271074,-0.9402246118660728,0.2074383389522555,-0.4561524763843623,-2.3797268105426426,0.8118325074242281,3.015057079992945,-1.3703953876881634,-2.418006546903619,-2.535074488720848,-0.9097218066201413,1.0965350917150714,-3.199732207595185,0.4304500534707918,-3.0936001758948644,0.2494999245584891,0.139586127831133,48
7,2023-11-28,-0.39861319712461357,-1.7268854717647146,-0.5586171239711829,0.3317005530161477,-0.12045961633783696,1.6190400411243673,-0.03520177273745147,-0.5023944717896809,0.5740581675472334,0.0017616288052422625,0.17174018121075277,1.1071730995764872,0.5197245107289572,0.5123770748619291,0.3098235681173769,-0.41149947232311573,0.7948586334673602,0.5488661688593328,-0.22401824631908926,-0.08633715316535043,1.2248874271764492,1.4015171715782215,1.1466418308147754,-0.22580751293563422,-0.04657235185407004,-0.38528704899900623,-0.8862713597129689,-0.8953795981135684,-0.5743373313669341,-0.5579867658410333,-0.1342104695166807,1.26757901047829,0.8054409680841157,0.006536199734814035,-0.46949525617976434,-0.2275304841538424,2.133701051111261,0.6779770336800519,0.03057019887257531,-0.4384049253264502,-0.4750325108734799,0.007805028591491165,1.0965350917150714,0.44048261559102553,0.4304500534707918,-0.3063318091608197,0.2494999245584891,0.139586127831133,48
8,2023-11-29,-0.8488116315241775,0.3796698554943699,-1.7142464643780466,-2.183875032406701,0.056141812139353764,-0.7483821641330108,-0.16743799728161718,-0.3113430529400839,0.3270530595986232,-0.6403520707055663,-0.24745534151748014,-0.38378319411753586,0.5197245107289572,0.31931633493189604,0.6631598443230448,-0.9501896906370124,0.7948586334673602,0.6546716953864331,-1.2474152750797565,-0.22139312847400586,-0.4146304407931562,-0.06705823787455605,1.5527570237232966,0.2567223127651686,-0.04657235185407004,0.7363102113976878,-0.9395224116083398,-0.9536871009345234,-0.5743373313669341,-0.007454848821241054,-0.745191611814422,2.1660338615694816,2.4320838948558823,-0.4454936135044293,0.43781376990757687,0.716043274706272,-1.6666710119889583,-0.873182289093992,1.2030369935653658,-0.4384049253264502,-0.4750325108734799,-0.006167461284828112,1.0965350917150714,0.44048261559102553,0.4304500534707918,1.5198095345614855,0.2494999245584891,0.139586127831133,48
9,2023-11-30,1.289630931873751,1.2614837134167773,-0.7625517134547471,-1.1590109050122068,1.4689532399568794,0.28736505066709206,-0.2996742218257829,1.4718035229894886,-0.6609673721958174,1.024387150248382,0.5909357039389855,-0.23468756474813357,-1.42442061599589,0.19060917497854063,0.6631598443230448,1.2045711826185743,0.7948586334673602,-1.7788554147368736,-0.09609361772400588,-0.22139312847400586,-0.5407471998677412,-0.06705823787455605,1.4173852927537895,0.12240988705463586,-0.04657235185407004,0.33975066122370756,-0.6865799151053278,-0.6621495868297486,1.038225175932535,0.12543216563181225,0.0607835120677048,1.381307472641732,1.2815315807978036,-1.0230872637545736,-0.402781357202754,0.6312276559323292,-1.1709703081063212,-0.5319272380837023,-0.5607762115634576,-1.923106141509327,-2.020063994259006,0.03575000834412972,1.0965350917150714,-0.3868389351331133,0.4304500534707918,0.8470206184532678,0.2494999245584891,0.139586127831133,48
